Comment,Sentiment
book club series one useful series youtube commonplace book evernote im always amazed gems ive come across years spinning around hot tub talking selfcare vibe love idea organising ideas according actionability felt called hoarding ideas thank breakdown book ali noted must read also need work expressing finds,2
theres game roleplay monsters game called accurate rainbow friends roleplay fun playing,2
man trolling us time cuz cut accurate rp,1
becoming blue rainbow friends also goes roleplay fans bruh,1
personally would play accurate rainbow friends roleplay instead spending robux game plus accurate rainbow friends rp actually gives real mao details,2
hey idea figured today youre roblox type rainbow friends look little bit youll see rainbow,1
congratulations everybody early found comment,2
thought said could control blue game rainbow friends ive heard game play blue ive actually played,1
himwe going control blue rainbow friends himgoes roplay game,1
hear go rant nic literally friday night funkin morphs actual rainbow friends morphs thats theres sing option friday night funkin rhythm game really cool game check sometime,2
many people heard game literally mil views,1
subscribe liked video elon musk end apples domination elon musk destroys apple elon musk delete facebook elon musk vs jeff bezos getting worse every day elon musk lives priced small house,0
sometimes dark place think buried actually planted going hard time know cheering,2
amount time spend believing cant enough time learn brain,1
absorb one reads crucial master concentration started reading early youth mind would wander finishing page time concentration improved point could read dozens pages without losing train thought activities like chess reading meditation effective improving concentration know buddhist monk clear mind long periods even noisy environment skill developed time practice discipline literally rewired brain schools fail miserably teaching youth art self learning,2
born relatively poor family never opportunity go college became obsessed self learning technique right high school happened live town one top business schools us would go university library pour text books order taught within months knowledge mba time started company millionaire turned took long guy formal education walks bank loan tend want laugh finally found banker would talk explained business model told current inverted yield curve would effect time value money would borrow floored,2
teacher forever student listening lost art difficult run across good listener joe rogan comes mind really enjoy interviews conducted elon guest dont necessarily agree elon many things seems sincere takes time trying explain thoughts like joe gives guests time speak without interrupting beliefs agenda like many tell vision good listener takes practice well worth effort,2
important thing learning like musk says understanding fundamentals whatever want understand always always always build solid foundation everything else make perfect sense,2
love elon makes cool smart hes genius,2
saying goes “ jack trades master none still always better master one” arguably elon good example rather proving wrong,2
undergrad take history im mathscience person hates history learned rearrange stories head make make sense would exchange real people people knew relate topics scores hundred every exam struggling nstructor made comment one person always scored hundred like theres way tests long told remember content laughed like works believe still remember years ago,0
hi everyone pointed map incorrectly shows taiwan part china sorry error,0
loss knowledge issue preoccupies common day even regular companies times something breaks one knows fix last guy knew left company ten years ago,0
someone born dhaka learned dhaka muslin kid seeing fabric covered treat remember thanks shining light,2
born dhaka never even heard muslin makes really sad think much culture knowledge destroyed,0
ah colonialism destroy cotton crop species highly valued replace poor lowvalue alternative eventually recreate plant hold market monopoly expensive product great job,0
love easy fall trap thinking people us dumber didnt kind modern technology smart working tools time point stumps us supposedly advanced modern folk didnt bother write,1
process han purple seems like byproduct different broadly useful compound material made example would curious bronze smelting processes practices like materials used flux strip impurities molten alloy,1
grandmother sari made dhaka muslin remember kid hugging remember soft miss much,2
british east india corporation didnt muck indianbangladesh textiles literally mercenaries go around cutting thumbs weavers smashing looms called deindustrialization india south east asia information thanks shashi tharoor,1
think one greatest losses history people think egypt china far yes quite distant would take individual months wasnt individual series peoples didnt planes combustion engine doesnt mean people werent crossing continents person persons people friendly neighborhood druid,0
love clarity speed demonstration wasted words friendly yet get point well love summary presentation simple yet substantial really helps new cooking thank much quick clear video everybody videos follow suit,2
never knew stirfry could easy way u explained step step alternatives awesome thank definitely gonna give try thank god bless,2
great like didn’t follow recipe gave us formula helpful,2
woman cooking program incredibly likable earth plus recipe good upcoming disaster country could headed expensive meals good us kind interest,2
well done live hawaii eat stir fry several times week concise video easy follow,2
cooked last knight noodles year old grandson loved even second helping even ate veggies never thank much sharing us ill making often yummy,2
thank gave confidence needed make stir fry explained well everything looks good i’m ready wok roll,2
ran across recipe today ingredients already made dinner tonight substituted steak place chicken omg hit spot ive eaten two helpings thanks sharing recipe,2
said love teach always give great tips things we’d want know,2
great demonstration—clear concise good length love good stirfry appreciate “template” giventhanks sharing knowledge like “personality” felt like learning friend,2
jimmy one people say “i want achieve impossible” make sound completely normal,2
jimmy’s cool guy hope doesnt wear raising bar much hes already raised much,2
appreciate thank jimmy making good videos especially people going hard times,2
every time i’m stressed i’ll watch mrbeast videos could get away stress people awesome,2
huge respect jimmy always taking next level next level,2
ambitious respectable ill throw name hat see happens,2
really don’t skills i’d love help way admire everything even don’t get job really appreciate opportunity even possibly work keep good work sir,2
best luck jimmy im sure find great workers,2
jimmy one people say “i want achieve impossible” make sound completely normal,2
huge props set designers everything spot,2
love short videos get straight point thanks man,2
show ground second part supposed identify map,1
fast work thanks sharing,2
crystal glitche done two trials orb wont spawn,1
nice video bro thx,2
need hint trial please,1
fill fountain,1
shooting crystal nothing,0
shame,0
heres handy stepbystep guide better navigate tutorial stepbystep introduction step make daisy step create white cross hold cube step solve bottom layer step solve second layer step create yellow cross cube notation step solve yellow face step position corners step position edges check printable text version wiredcom,1
wrong move gone,0
finally solved cube i’ve years july thank much amazing guide cube robbie,2
thank used video started cubing i’m seconds best time least year practice average seconds love speed solving,2
even though took whole lot practicing achieve glad inform solve cubes without video thanks,2
yellow cross finish yellow face corners edges move edges left move edges right none solved,1
tries meltdowns cry happiness later officially solved first rubiks cube,2
tutorial greatest ever got son rubix cube birthday working solving finnally paid solved cube tutorial glorious,2
genuinely great teacher finally solved first rubik’s cube age many years frustrations teach year old son,2
finally got solved first time solving rubik’s cube thank much video,2
dude got crazy,1
thanks much nice video btw,2
oh yeahnew morphsupdate top,2
making vids,1
thank,2
tysm,2
thank help,2
im subscribe thanks tutorial,2
thanks,2
father homer elsa duffy duck dexter glitched bmo survivor,1
wonder kind business going discuss,1
song addictive listen daily even cant get tired listening good greetings brazil,2
que música top não canso de ouvir,1
vibes song gives hit different can’t one dancing automatically everytime song plays,2
qué decir solamente impresionante super tiesto grande gracias porque paras de sorprendernos saludos desde uruguay ojalá vengas por acá,2
neighbors loved song much invited cops,2
música top incrível,2
não sei quantas vezes eu já dei play nessa música é muito boa slk,1
cant believe years since came time flies fast wish could go back time nostalgic vibe,2
achei de fato interessante hipótese que esse vídeo clipe traz e se pudéssemos ver pela última uma pessoa que amamos muito se divertindo e se só mais uma vez pudéssemos nos despedir de uma pessoa amada já falecida vendo sendo feliz e estando bem música ótima como sempre tiësto é muito talentoso,1
today,1
song perfect youre getting business,2
tiesto forever one best djs ever existing hes legend right simply great song,2
perfeita amo essa música,2
música linda rítmo incrível,1
still awesome song perfect getting party mood heading,2
song perfect late night drive,2
amo essa musica,2
love song got cool beats electronic twist,2
one favorite songs listen gaming school general,2
love song really good melody,2
love song keep,2
muito louco esse som,1
song fuels soul tiesto always crushes,2
love song much reminds many moments past,2
love song,2
love song it’s catchy,2
love song mood swings,2
como uma música pode viciar tanto,2
song shall become classic future sang,2
need hot summer tunes check summer sounds playlist spotify,2
love song,2
buena música buen ritmo,1
track great tiesto returns form i’m even mad it’s taken long come onto channel wasn’t sure even label huge plus hit,2
song came played weeks can’t get enough hoping remix i’m complaining,2
excelente track se está convirtiendo en unos de mis favoritos,1
love voice song,2
essa ta braba mano tiësto só música de qualidade,1
encata esta música gusta mucho sin duda uno de mis temas favoritos de tiësto 𝑻𝒉𝒆 𝑩𝒖𝒔𝒊𝒏𝒆𝒔𝒔,2
encanta,2
never gets old,2
love voice,2
want make drivers licence want listen song night driving car,2
swear dont know every night go field trip night time highway song always plays always hits different,1
heard county fair recently gave chills one fair rides,2
awesome work keep coming really like,2
music fantastic watch everyday,2
wat tune,1
florida vacation jam,2
love dis song sl much,2
song needed hype business,2
love song heard radio fell love,2
year old requested song vibing love,2
song never forgotten,2
tiesto pulls woop old school still business,2
i’m house putting song night see everyone dancing outside building,2
love song neighbors dancing lol,2
love song much amazing,2
dads car im always dj play da best song evah,2
good song lets get business,2
love song listen day long even im working,2
never getting tired great extension,2
eu amo muito essa música ouvindo na pandemia,1
one hour dance song day night long,2
cant stop listening songi used make edm beats back divertedtietsto put back track track repeat two days row,2
love one listen hours literally,2
think one songs actually listen nonstop,2
obsessed song makes want dance ass see im alone pure magic loves,2
playing constantly television hospital room spring commercial show hills coma pretty much seared brain hum constantly always come back listen,2
hearing one hour extended song suppose serious business,2
everybody take variety quinoa store meant cooked plant seeds done california many times grown several varieties quinoa takes small field get enough sell plants give cups dried grain cook meals seed save next year leaves edible cooked like spinach next time go shopping store sells quinoa plant grains even grow houseplant beware grows several feet tall wide prone falling flowers get heavy try grow plant pause video look ground growing likes grow mixture compacted dirt crumbled rock sand hot place occasionally watered thats wanna put flower pot reproduce mine grew well place used gravel walkway overgrown thistles nothing else years please grow quinoa even fun would cool school science project kids stuff like weed grows conditions food sources,1
never even heard royal variety love quinoa,2
pink dust flying everywhere looks wild it’s amazing crazy nutritious stuff grows salt flats nothing else grows plant turns barren earth highly nutritious food cool,2
ones saying fault overexploiting quinoa production bolivia poorest country south america rural people especially indigenous people living altiplano literally dont enough money live propper life quinoa boom meant thousands families could aford education bettering living standars getting poverty really easy talk unsustainable practices country got rich trough unsustainable practices plus exploitation millions human beings,0
one nutritious food one beautiful scenery cant miss beautiful scenery background,2
watching made want eat quinoa i’ve never tried wonder compares rice,1
thing grows garden always thought alien vegetation never knew edible,0
recently got quinoa caesar salad crisped quinoa bought bag q going try crisp interesting video,2
thanks bolivia creating beautiful nutritious quinoa hope believe rain animals nurish land coming years,2
beautiful place probably place id convinced become farmer,2
remember mom ringtone phone ringing church memories,2
life great song came bills,2
may hitmaka hes still yung berg us oldheads lol,1
got chills don’t make timeless music like,0
music use hit hard especially us early babiesipod nano repeatthat puppy lovetake us back,2
momma gave business belt singing,1
listening teen getting ready day ringtone white blackberry pearl phone lol damn miss good old days straight nostalgia era music outta world nothing compares,2
yung berg always underated af deserved much success,2
every time hear song think first night met husband brother cousin best friend snuck actually stole brothers moms van went lake absorbed beautiful moonlight water best night life,2
casha always deserved recognition,2
get bonus,1
complete allinone business books bundle textbooks templates teach business marketing accounting finance basics fundamentals download free preview sample get full copy,2
opinion complete business course took days finish video im going watch become part must succeed business thank much,2
overview understanding profit stakeholders resources different types business organization ii determining product service designing crossfunctional teams making profitrelated decisions development iii making delivering product service buying materials manufacturing quality assurance transportation logistics iv selling product service knowing market reaching market marketing selling v – funding business much funding business need raising capital sales revenues vi leading managing people recruiting hiring training employees measuring motivating promoting employees managing employee relationships ending employee relationships vii developing managing customer relationships managing customer data creating managing brand planning future viii understanding finances defining accounting understanding assets liabilities owner’s equity understanding income statements understanding financial ratios ix information systems understanding business processes managing resources making better decisions,1
business course main timestamps intro business definition overview understanding profit understanding stakeholders understanding resources understanding business types profit related decisions buying materials understanding business logistics understanding target market understanding sales funding business raising capital business people management customer management understanding branding business finance assets liabilities owners’ equity definition income statement financial ratios business process,1
crazy learnt years everyone get free things dont know well done new subscriber,2
year old business enthusiastthis one best videos learnt alot thank,2
valuable video learn much youtube compared many actual classes classroom video makes everything much clearer common person,2
damn im trying start business rn aware learn stuffs able handle got overwhelmed videos available channel amazing first video thank advance youre gonna big part success,2
great information business years learned lot terminology concepts like wake call better thanks inspired always learn keep open mind everything important,2
wow truly outstanding presentation well organised conveyed,2
get bonus,2
hi friend would like ask tools domain registrars directly create domains manage registering aggregated registrar need epp tools domain manage tools kindly please guide suggest tools,1
business idea start let know comments,1
flipping items edit podcasts course creation project manager transcription sell blank books amazon freelance copywriter pinterest account manager course creator drone videographer,1
definitely never thought blank books contentfree self published plannersjournalsetc way make passive income youve got curious exactly people really use pinterest get traffic websites thank ideas particular,2
hi gillian subscribed channel freelance translator freelance writer idea appealing guidelines specific path videos apply generally thank,2
liked video less seconds great energy content,2
creating business youtube show people start business smart,2
exactly needed thank x,2
great ideas gillian thank youtube channel wanted turn content podcasts,2
theres doubt economy tough spot believe businesses still thrive create jobs take proactive measures,2
significant ideas lot variants thank manu eyeopeners opportunities,2
video sponsored onnit visit get bottle alpha brain,2
kid going nfl team time hes definitely learning im good,2
can’t believe many people trying find error something wrong plan works wont work situation could literally situation million perfect alighted moment time would’ve thought would positive spirited constructive comments… sad he’s trying instead waiting opportunities find,0
dude knows running business age anyone know business grad school salute daily,2
it’s funny bc went high school mikael grade he’s actually successful kid know came graduation class,2
smart kid many figure art business rite rip kid successful,2
hes spot maintenance number ive owned trucking company years figure always worked someone taught young man well hes wayyyyy ahead learning curve industry,2
first would like congratulate entire team making subscribers huge huge achievement still long way go subbed amazing channel back subs since almost year time flies sure dont lot say video since pretty technical im really huge fan trucks say however want guys get back guy see hes couple years guy definitely thinks big love huge inspiration started affiliate marketing already made months nothing compared amount money makes get sure kudos guys amazing job please make vending machine video believe made one go live would love thanks also happened qa bliz didnt time interested knowing books reads looking forward next video coming noticed last video deleted kind bummer since didnt get watch time,2
guys seriously instead making positive comments talk much makes it’s money life kid good example many us,2
amazing interview startling much done young age good lessons virtues hard work resourcefulness must terrific parents home encourage guide endeavors,2
i’ve never seen speech motivates business learning taking stupid risks aren’t calculated incredible talk,2
businesses make rich investments make wealthy future inevitable pray everyone becomes extremely successful,2
greatest point work like everyones trying take away almost every industry ive trusted much right others including managers took knowledge passed theres took dont trust like anymore dont teach everything know anymore knowledge power,0
i’m late business started really randomly unexpectedly lol wanted buy leather goods prices killed like “ya know im cheap im gonna make stuff” spent tons time youtube google learning messing leaning new things ways messed family impressed finished result surprised told start business like welp give shot i’ve recently started far alhamdulillah i’ve blessed it’s going better id imagined beginning would go moral story cheap learn skill cheapness capitalize first week made month previous jobs i’ve throughout high school i’ve actually able enjoy learn things making money look work feel fulfilled happy unlike jobs,2
love mentioned willingness learn keep learning value education comes language business,2
decided become entrepreneur nothing convince wise till succeed you’re definitely entrepreneur,2
working restaurant industry cannot believe many people think simply owning restaurant means sit back let money roll,0
feeling reassured watching late entrepreneur years old working industry current business past years made enough money company z right making sales calls project management one day make mark like mr mark,2
watched father start run business it’s incredibly hard long hours lots sacrifice requires risk tolerance also must mentally tough get obstacles people cannot handle level stress comes along,0
people fail lack effort lack patience much im videos youtube totally understand people quit really challenging sometimes motivation continue anyway great video,0
shouldnt permanently banned many real accounts,0
usual elon right everything,2
read man started investing stocks retired right utmost goal id really appreciate clues tips reach goal within,2
thank whistleblowers twitter fbi doj dhs please keep coming forward,2
theres absolutely nothing redeeming twitter,0
elon musk gonna make case courts thanks whistleblowers,1
justifiably utterly sick tired scammers spammers bots every type grossly undesirable piles festering human waste thats epidemic dating sites well social media sites,0
anyone think anyone administration cares get free pass also like india instills confidence,0
honestly believe anything big tech say social good rhetorical question praying elon rules day,1
surprise anybody…screw apple rightwhy don’t make products usa originated…greed,0
behind gated content never ever take notes presentations feels like ive heard one wow gold listen wonderful genius give minutes promise busy jotting words well,2
reach potential need start working towards investing remains smartest way prepare unexpected space extremely pleased decision made good news late,2
great video thanks making easier understand much appreciated,2
great lesson true words,2
explanation realistic straight point hand many ways manipulating market glad small investor putting hard earned savings better said transparent market day trading ive made working colette whitney lately,2
people never know avoid making mistake trading need get full understanding knowledge something gamble mrs stacyconsistent constructive getting thel best,2
thank brian tracy,2
great video let talk something important see many young old make mistakes think believe everyone young old investment plan increases financial returns three figures six figures investment retirement plan future plan depending want matters investment profitable,2
im new crypto currency investment started ive making losses trading advice please,1
great video thank sharing us wish good luck success,2
wow pretty brilliant information also way deliver simply awesome thanks lot sharing,2
laundromats rental property storage facility transportation vending machines agriculture dump truck,1
ive painting contractor years brother except first years winter little tricky weve super busy whole time residential van paint sprayer powerwasher bunch ladders basic supplies get good something nobody wants time youll always busy must excellent work well customers sales agents low overhead expand want employees make bit complicated,2
knew guy side business laundromat put two kids payroll college essentially kids college bills tax deductible kids income low pay income tax income,1
sir mentioned profitability business along headaches maintenance like maximum dump trucks additional knowledge required employees required etc video would excellent way real estate rental business best adding appreciation good luck,2
always risk associated starting business agree thats reality businesses likely succeed always us whether persevere another day give important build business passionate compassionate continue every day dont forget invest knowledge business improvement rather growing profits alone,2
worked large grocery store years upstairs break room soda two candy chip vending machines owned local outside company ton vending machines area asked gm spend couple grand save tone money grocery store sell everything could cut cost half still make profit agreed walked away,1
awesome video thanks great information rentals love takes time figure things thats true anything keep great work look forward videos,2
well explained sir excited prospect using cryptocurrency money equivalent using way earn something result type work,2
live never seen betting shop close one round corner open years theres constant stream customers going places even internet competition still seem thrive betting shops would strongly consider investing cigarettes another one bat share price goes warren buffet loves tobacco industry blame huge profits even bad write dangers smoking people still highly addictive two businesses dont fail betting shops cigarettes even strong link,2
love breakdown ive gradually built finance made first investing ive used start jewellery business i’ve learned decade investing given enough time solid investments potential double initial principal amount many investors instead attracted lure high yields short periods time despite possibility unattractive losses even getting onus newbies beware multiple income streams helped stay afloat business pandemic broke,2
well explained appreciate cant wait get started people really making lot money nowadays,2
someone started investment journey done alot research economic climate better save enter market see companies price points invest savings month,1
inflation running fourdecade high recession ‘most likely outcome economy grow portfolio outpace inflation maintain successful longterm strategy reading investors making profit current crashing market need ideas achieve similar profits,1
everybody concerned market going refusing take advantage best decision ever made life investing crypto market trust guys really pays lot,2
successful people dont become way overnight people see glancewealth great career purposeis result hard work hustle time pray anyone reads successful life,2
business solves problems never go market best takeaway thank lovely conclusion end,2
forever indebted you’ve changed whole life i’ll continue preach name world hear you’ve saved huge financial debt little investment thanks much mrs annajn,2
going start vending business giving customers option use cards increase sales ton fewer people carry cash especially small denominations customer larger bills use machines break bill another retailer likely snacks drinks pos impulse purchases,1
live rural area agriculture high risk business takes enormous upfront investment yes food always needed mother nature notoriously unreliable global markets fickle reason large corporate entities taken family farm brought deaths countless small towns,0
excellent cryptonaire course complete beginner guide core understanding start trading forex learn forex trade make money trading forex thanks sharing insightful tips,2
smart salesman entrepreneur iman much respect,2
youre genius iman supply us foundation free viewers know start thus know research also supply service absolutely brilliant fantastic ad shows great marketer truly genius,2
recent content feels better ever frequency uploads perfect see much work put,2
video great especially talk agency business model although disagree business models generalizations example affiliate marketing nobody says get paid option theres revenue sharing pay per sale etc dropshipping also get recurring monthly kits types products smaller life cycle costumer margins game highly variable thats people get ahead others nevertheless selling roi services businesses still great beginners future would wise get traffic ways also building brand agency website content,2
love content urge openning peoples eyes see future heading great work g,2
thank iman awesome video explain everything clear analyze everything watch videos try start hopefully one day buy course appreciate man,2
loving content putting great stuff iman keep,2
really inspiring iman thank much sharing experience,2
finally someone gets properly thank man,2
ethan given publicity tate tate done,1
thanks guys showing video didnt know course thanks promoting becuase im probably going invest thanks guys,2
people keep platforming guy ethan videos ago tates name title literally going one platforming rateanything clicks,0
thanks keeping loop tate always hard time finding channels cover daytoday trust,2
love ethan gets shit highlights channel,0
ethan said last video tate videos ago dude cant stop talking tell tate said scarred hes traumatized way letting trauma,0
tate find new scheme launder money foundation well funded trust might enough gain kickbacks new side deals perhaps grows hair might grow new found sense purpose,1
wish ethan would meet andrew tate real life would outmatched,1
ethan biggest fall i’ve seen recent years shame dude sits ass days hates people,0
want see ethan reply andrew tate’s final video message lol,1
going exactly direction shouldnt go kudos effort,2
goldmine accepting concept future clothing deceptive also psychologically destructive ill pass,0
need metaverse literally makes sense pushing hard,0
think animated clothing cannot easily replicated physical form would high potential like magical clothes fashion aurabut cosplaying physical reality would cumbersome keeping closet tough take cosplayers know,1
cant stress enough pricing always reflect demand,0
isnt glorified fashion illustration essentially drawings thats actual fashion beauty conquering fashion sketches conquering elaborate ideas overcoming physical obstacles one main reason love fashion draw haute couture dress somewhat easy make beyond hard making dress journey people involved innovation happens animated pieces remind licensing craze something sort great new avenue fashion houses bank easy money future fashion new market fashion expand silly gimmicks bringing big buck thats,2
people dying hunger spending money things dont exist truly reached point return,0
bought large plot land metaverse hope kids build start families,2
don’t know y’all really loved imvu sims kid literally found imvu looking play dress game life huge game time adults definitely going take real question balance “real” reality,2
great video guys insightful though feel pros digital fashion much less cons attached two worlds surely coexist future,2
rich stays rich spending like poor investing without stopping poor stays poor spending like rich yet investiing like rich,1
props shaan honest lack game people would try embellish pick skills,1
please love every single idea guys went interested swag school dev probs dont need lot engineering work swag school though idea definitely resonates need swag school,2
great video forever indebted youve changed whole life continue preach name world hear youve saved huge financial debt little investment thanks much mrs katherine brandon,2
lol guys amazing haha love episode also “only problems” genius,2
indian would probably pay swag school cohort based,1
never really big interacting yt comments guys might change love show,2
indeed hilarious blend water love podcast cheers time listen thank,2
knew subs coming year thought would happen months wrong subs timeline im definitely right say best pod tube,2
fun video watch like guys broke ideas yall compliment well,2
truly inspiring interaction great respect khan sir thank dr vivek bindra sir bringing show,2
khan sir param guru millions students lucky teacher like,2
khan sir really best teacher human words cant decribe,2
one best thing dude never takes credit archives something always respect us audience team polite videos congratulate achievement come,2
khan sir educatorhe emotion millions,2
khan sir really inspiration millions students,2
think share videos teachers teaches experienced waywithout practical examples spread videos students teachers,1
khan sir sea inspiration every type person eg student employee parants unemployed businessman entrepreneur leaders etc,2
khan sir gem india proud,2
amazing session vivek sir khan sir really earth personality highly inspiring,2
beware scammers comment section impersonating never solicit money ask join sketchy crypto scheme never randomly give phone number scammers everywhere,0
every family person breaks chain poverty hope person,2
dude really comes unique high quality information every single video canned repeat scripted stuff good quality im fan nate,2
started lawn care business grew profitable landscaping business passed onto kids hard work equals good money,2
youve officially earned unofficial award least douchie finance business self improvement youtouber truly admire genuine lack pretention world full cringelly insecure douche gurus keep champ,2
building wealth involves developing good habits like regularly putting money away intervals solid investments financial management crucial topic tend shy away ends haunting near future putting time effort activities investments yield profitable return future aiming success depends actions steps take achieve,2
hey nate thanks making video im long time sub love seeing videos agree ads courses youtube recently im going fault anyone trying hustle respect maintained high standards hope well love ideas,2
it’s good share “ideas” yet really matters successful business execution something single video even mine teach takes experience trying learning never giving adapting get right execution strategy leaving honest opinion thank video,2
i’ve trying grow portfolio sometime major challenge knowing sell hold,0
nate doesn’t realize hes making everyones day better,2
tiësto incredible please never leave us without incredible music,2
literally playing business repeat entire day cant get enough banger song,2
im big fan mixing lyrics like tys singing voice seems fit song really well,2
thank god song got extra attention deserved great track,2
¡tiësto el mejornada más que decir,1
essa música é maravilhosa sonzeira,2
business deveria ser trilha sonora dum jogo muito motivacional melodias groove então eixxx agora começo dia com essa música espero um dia fazer músicas assim,2
excelente canción gusta mucho disfruto cada canción de mi querido dj tiësto,2
amazing mastering perfect vocal true house tune,2
bom som,2
innovation pe bhi ek video banayi ye sir,1
nice,2
kamal ke business ideas h sir ji,1
bahut achha,2
improve thinking learning skills visit sign free first people get annual premium subscription intro build public provide value first target market care step learn monetizable skill step offer services free step turn paid gig step productise service step hire people,2
love breakdown started first business money made dividends i’ve learned decade investing given enough time solid investments potential double initial principal amount many investors instead attracted lure high yields short periods time despite possibility unattractive losses even getting onus newbies beware multiple income streams helped stay afloat business pandemic broke,2
successful people dont become way overnight people see glancewealth great career purposeis result hard work hustle time pray anyone reads successful life,2
specific thanks,2
thats starting websiteblog documenting upcoming final year masters thoughts process starting youtube channel working masters thesis also try get perfectionist mentality write something anything improve continue journey thank another great video ali,2
building wealth involves developing good habits like regularly putting money away intervals solid investments financial management crucial topic tend shy away ends haunting near future putting time effort activities investments yield profitable return future aiming success depends actions steps take achieve youre going remember expensive shoes bought ten years ago remember every single morning look bank account extra promise thats going way fun look everyday,2
‘offer work free’ thing surprisingly rare great advice took gamble emailed company covered psychology bsc ask could come work free gave paid gig trial years later i’m managing director years one person attempted thing,2
love video someone currently working generally gigbased industry im always looking ways create passive income always fall back well thoughtout informative video thanks ali,2
every overnight success years making build public people mistake highlight reel start,1
i’m starting new business currently extremely helpful thank ali,2
learn business bootcamp designed help attract right clients grow business,2
dude don’t stop making please helps people can’t afford get sort education i’m grateful thank,2
actually legit foundational business marketing advice business service product cheers chris,2
finally real practical logical business advice thank taking information next business proposal please keep posting serious value videos,2
lets forget biggest payouts markets dont come great performances rather great promotions stay invested diversification streams incomes important right skills proper understanding market works,2
“the best way measure investing success whether you’re beating market whether you’ve put place financial plan behavioral discipline likely get want go”,2
look man folks changed life ive struggling make design business profitable almost decade couldnt figure ive employed companies dont serve wallet ive living short purpose knew watching channel weeks already started networking smarter charging aggressive design style approach feel confident chris given creative dont know ill ever able thank yourepay know changed mans life know thank much keep building future,2
amazing thank chris love emphasis value buyer determines learned waste time trying convince someone see value help realize value can’t force change value that’s losing game,2
glad made chris desired metric im minutes received massive value thank much chris still beginning stages getting photovideo portfolio ready massively changes think pricing extremely beneficial start take paid work,2
guy one best business teachers ive ever studied youtube,2
every family person breaks chain poverty hope person,2
watch elon musk videos grow back neurons lost throughout day looking memes,2
“starting company like eating glass staring abyss” started small corner stores quote true,1
sure reality business hard painful takes huge amount effort want build something great best quote heard nobody expecting something amazing amazing something reality might build multi billion dollar business global might build something brings value get business test ability different admire elon musk achieved potential technology could take us future,2
came business ideas elon musk neurological computers genetics electric aircraft guess ill stick selling things ebay,1
already lost lot money recently trying pursuit dreams frustrating depressing elon definitely gives hope determination role model,2
great video let talk something important see many young old make mistakes think believe everyone young old investment plan increases financial returns three figures six figures investment retirement plan future plan depending want matters investment profitable,2
touching hear elon talk wanting bridge gap genetically unfortunate intelligence augmentation mother hereditary severe brain disease affected life disabled impact brain health affected developmentlife brain health genetic component also affected brain health currently im functionally disabled constant chronic hell cycle comforting know someone dedicated capable elon musk thinking disadvantaged people like mother,1
customers love odds success dramatically higher great stuff,2
elon says something quite profound entrepreneurs born everyday resonates next big entrepreneurs likely ordinary people innovative idea solution problem people face everyday problem solvers quite exciting see fresh new ideas come market people starting new businesses,2
خیلی هیتر دارنالبته فقط تو مجازی ولی خدایی همینا موسیقی رو زنده نگه داشتن هرماه یه ترک هیت میدن،تور کنسرت گذاشتن همش سولداوت میشه دمشون گرم,1
لرد جزایری در بالاترین حد ممکن,1
چه بیت باحالی همه عالی چقد سیجل و عمو سهرابو پسندیدم,1
وصلیم به سقف لوستر رپ فارس ویلی ویلی ویلی,2
great always,2
سیجل جدیدا چقد متفاوت شده,2
هیت پشت هیت بهترین ترکیب رپ فارس,1
آهنگای اومدم توشهر،بالانس،فرش،بیزنس رو الان پشت سرهم گوش دادن خیلیییییییی حال داد خیلیییی,1
would add song spotify,1
عالی بود بازم سوپر هیت خسته‌نباشید,1
mention gop stopped caring actually governing long ago,0
decades gop colo sen kevin priola says ‘we need democrats charge’,1
gop stop delusions grandeur,0
she’s right root problem appetite idiocy think got donald office,0
even get ballot intellectual people government doomed,0
grateful people serious honest it’s effecting people us also outside,2
hardly expect republican party tell voters represent rich corporations either lie risk people voting,0
guy many hits headamerica trouble,0
must continue speak unqualified candidates like dr oz herschel adam laxalt several az candidates,1
amazingly quickly ronnie became traitor minutes,0
big thanks tailorbrands sponsoring video use code “” check click get business started today,2
i’m impressed max dude super smart running like high performing tech startup best coffee shop interview yet,2
losing confidence thinking dream opening local coffee shop would impossible story inspiring mooney damn earth really cool see success love passion,2
wow amazing maxwell gave away secret running successful business operate company said something cant learn school honestly well done,2
first met max back still operating coffee stall hes great entrepreneur skilled coffee shop owner,2
maxvell great person hes generous knowledge experience thats sadly hard find nowadays hes also extremely capable business owner amazing systems implemented business,2
business owner video enthusiast love channel details get business operations fantastic video production continued improve amazing lighting transitions pacing camera motion audio absolutely top level video took lighting new level add camera video production gear use resources section description thanks much great content,2
maxwell incredible guy love deep dove understanding coffee processes importantly customer experience inspiration,2
felt like tech startup coffee shop guy well organized passionate business,2
love interview ive dreaming opening coffee shop neighborhood last years moved brand new neighborhood without much comercial options within miles keep telling people know dream associate pastor church said pitch putting pop stand church amazed trust enough time im scared start even though lot support church friends one friends owns coffee shop already side town willing get front right people family relying income live know would great need find person trust help run along side maintain insurance career time since demanding,2
bonjour madamme moi je suis du sénégal mais j’aimerais investir sur quelques choses mais j’ai pas beaucoup d’idées pourriezvous m’aider à concevoir un projet,1
merci pour vos idées cest vachement cool,2
