Comment,Sentiment
Main kek gini sama RM BTS dong bng... Please selagi dia libur panjang,Netral
Ya Allah bang Fadil 🤣🤣🤣🤣. Gua tim bang Fadil 🤣🤣🤣,Positif
Pertanyaannya terlalu mudah,Negatif
Ya Allah masku mas hansol pinter banget sih rek 😁,Positif
"Gw cuma cengar-cengir liat mereka yg bisa jawab disaat gw dapet nilai ujian mat 3,an wkwmwk",Negatif
"Suangarr rek,  😂",Positif
Matematika itu menyenangkan 😂,Positif
Bang banyakin kuis kayak gini dong sangat membatu buat belajar matematika dasar,Positif
Padil bener bener ye😭😭😭,Netral
Aku Suka banget,Positif
para youtubers mewakili kits,Netral
"Ini nomer togel ya adick""",Positif
Panutan gua main teka-teki🤣,Positif
yes karna dulu dia ketua OSIS,Netral
"Gua Tim nya Bang Emon , kalo di pancing2 baru jalaaan tuh otaK.... hahahah",Positif
"Ngakak gua sama fadil .... ,ahhahaha",Positif
Gue fadil sih 🤣,Netral
FADIL NGAKAK BGT WKWKWKWKW,Positif
"Maklum si fadil kan pas sekolah sibuk main sinetron,hahaha",Positif
Mas hansol pinter tenan,Positif
Ngakak sama Fadil sama bintang🤣🤣🤣🤣,Positif
Fix bg Fadil sm bgt ma gw SD y Meleng pas bljr matematika ngantuk pasti 😂🤣,Negatif
"Yaaa ampun aku baru mlipir, ngakak bgt sama bang fadiiiilllll wkwkwkk",Positif
fadil dikasi remedial. wkwk,Positif
Kak fadil gokill wkwk,Positif
pinter banged bang hansol,Positif
Terbaikkkk.... Mengedukasi... Korea reomit.... Josss,Positif
Nonton ini tuh aku sambil belajar ....,Positif
berasa belajar buat skd cpns 😌,Positif
Seru jd klhtn nih🤣🤣🤣🤣🥳🥳🥳🤪🎶💃,Positif
Fadil 🤣,Netral
Fix saya ga bisa jawab semua soalnya wkwk,Negatif
"Asli seru bgt, ngakak liat ka bintangemon,,sumpahhh ngakak bgt",Positif
Baru liat video ini dan ternyata mas hansol pinter rek 😄,Positif
"Ini adalah nomer togel 🤣😂 jawaban"" bg Fadil bikin ngakak 😂🤣🤣🤣🤣🤣🤣🤣🤣 gw jd nge fens bg fadil",Positif
Gue liat konten ini prasaann keliatan bodohnya g katulungan,Negatif
Anak anak muda yg best lah pokoknya,Positif
Kak mintak nomor telpon sama wa,Netral
Bikin ginian sama random subscribers dong 🔥,Netral
"Mantap juga konten begini, bisa sekalian belajar juga wkwkwk",Positif
Suka banget konten gini. Jerom 😊,Positif
Ken and great kayak monyet,Negatif
"Tim bang bintang🤣🤣
Ga oon² amat sih tp lucuuuu bgt dikelasnya 😆😆😆",Positif
Astagaa ngekek bgt nonton dr awal hahaha,Positif
"Seruuuu bangett aku jadi ikutan ngisi soal, banyakin konten gini yaa Jerome.",Positif
@Korea Reomit pinter dah🔥,Positif
Kocakkkk :v,Positif
"Nonton ini ikutan mikir, dan bener semua. Merasa bangga walau cuma basic WKWKWKW",Positif
Bang Fadil adalah guaaa pas ketemu matematika 😭😭😭😭,Netral
Konten kaya gini lagi dong kak seru samasama belajar,Positif
Bintang emon adalah aku saat di tanya tentang matematika🤣🤣,Netral
Bang fadil bikin ngakak,Positif
"Semoga anakku kelak secerdas jerome, seganteng jerome jg🤭",Positif
Mas Hansol namba wan !,Positif
Bang Coba undang Noe Vokalis Letto dia lulusan 2 jurusan matematika dan Fisika diluar negeri.,Netral
Ngakak liat nya wkwkwk,Positif
ez pz suka bgtt,Positif
"5:39 Maaf klo telat nonton bg itu lebih mudahnya lagi pake rumus 3,4,5 yg bawah itu 9:3 = 3 yg sisi miring 15:3 = 5 otomatis yg satunya lagi 4 nah tinggal dikali 4×3 = 12",Netral
mereka ngitung aku juga ikut HAHAHAH ngakak sendiri wehh,Positif
"Coba dulu guru mtk kek bang jer, auto ga bosen deh belajar mtk, mantappu bang jer 😂",Positif
Apa rahang anda tidak pegel? 🙈,Netral
"Kocak"" bang wkwkw",Positif
"Bang jer coba undang orang kayak Erpan, Qorygore, Reza arap walaupun mereka keliatan bengal wkwkw tp kekny pinter2 jg  arap denger2 iq ny 140an,, Erpan lulusan terbaik pas SMK, qorygore jg kalo ga salah lulusan IPB",Netral
bang david emang cerdas sih jelas,Positif
Ngakakkk,Positif
Fadil jaidi adalah aku saat ngerjakan soal matematika,Netral
Bagus nih konten beginian 👍🏻👍🏻👍🏻👍🏻,Positif
Naksir kaosnya bintang emon..😂😂😂😂,Netral
Coba dites matematikanya  para YouTuber cowok dan cewek mobile legend,Netral
asli ikut deg2an sampe nguaaaakaakkkkk WKWKWKWKWKWKWKWKWKWKWKWK,Positif
Kocak parahh 😭😭😭,Positif
OMG udah 11 M congrat kak jerome..,Positif
Coba tantangin Arman vesona,Netral
Fadil gue banget,Netral
Sumpah fadil mooddd banget sih asli ngakak 🤣🤣🤣🤣,Positif
Rumusnya semua dibagi 3 klo angka kelipatan tiga ya,Netral
Emng bintang tamunya mau,Netral
Ngakak sama Fadil.. bikin lagi dong yang kaya gini,Positif
Ngakakkk,Positif
ngekek liat fadill 😂😂😂😂,Positif
kenapa konten ini sangat seru sekali sampek kekel le guyu aku 🤣,Positif
"Kk colap sama kk nay ,kk ricis ,mak beti",Netral
Raditya dika dong,Netral
"yg lain bingung..... also davit, pelajaran basic banget",Negatif
Seruuu banget lagii konten kaya gini,Positif
Kadang kadang ngelawak😂,Positif
Seru😂😂😂😀,Positif
Bengek gue bengek 😂😂😂lanjutkan akang,Positif
Fadil lucu banget parah 🤣,Positif
Gilaakk mas hansol puinteerr puinteerr cakk,Positif
"Soalnya gampang tp muka mereka lumayan tertekan HAHAHAHHAHA apalagi bg fadil, gerem bgt liat wajahnyaa HAHAHA",Positif
Fadil berasa lagi les,Netral
Aku suka arah fengsui,Positif
"Akhirnya aku ngerti peluang setelah menonton video ini😏 sygnya aku terlanjur mengarang pas PAS wkwk :"")",Positif
Bintang lucu banget 😭 ngakakkkkk 😭😭😭😭,Positif
halo kak jerome makasih udah buat chanel ini kamu mempelajariku matematika,Positif
AJAK REGI😂😭,Netral
Semoga anakku pinter jg kyk jerome hehhee,Positif
fadilll mood bgt,Positif
Mas hansell gokil siii,Positif
"soal yang peluang ini kenapa jawabannya bukan 66% atau 1/3?
karena peluangnya kan hanya ada 3 yaitu angka+angka, angka+gambar, dan gambar+gambar yakan 😐",Netral
Coba aja dulu zaman sekolah uda ada konten beginian ya. Pasti mak bapak ku bangga padaku,Negatif
19:10 mau kabur pake motor cuma suaranya aja dulu,Negatif
Fadhil jualan daster aja ya nak uda cocok sekali😍,Netral
"Jer, soalnya jangan samasetiap konten.ok Good Job.",Positif
Gw diantara mereka bakal kayak bintang sih.. 🤣🤣🤣 ga bego2 banget tp juga ga genius..,Netral
CAPEK GW KETAWANYA😭🙏,Positif
Paling gokil bang bintang nih anjir seru bet,Positif
Hansol sekolah di mana ? hahaha selalu benar hahaha,Positif
gw yg nonton ikutan pusing hakakaka fadil is me hahaha,Negatif
SERUUUU,Positif
Menurutku belajar matematika itu seru gimana gurunya sih jika gurunya mengajar dengan candaan itu serusih tapi jika guru yang sangat sangat serius ke kitanya jadi takut gitu loh😁,Netral
Jadi paham tentang peluang nihh,Positif
Lupa semua  aku mas jerom sing nyangkut luas lingkaran tok,Negatif
Kalau yang peluang mah ya artinya 2/1,Netral
Bang jerom ngakak,Positif
"4 kemungkinan angka angka, gambar gambar, angka gambar, gambar angka,",Netral
fadil pandai sekali yah matematikanya 🤣🤣,Positif
ka sama ka erika rikardo dong yang setuju like oke,Netral
Dulu waktu sekolah suka bangget sama matematika...semakin jadi ibu rumah agak2 lupa DECH rumus matematika nya apa lagi ...ngajarin anak majikan pakai b.inggris...what is fewer...,Negatif
Fadil adalah gw,Negatif
Fadil ; nyogok 😂,Negatif
"Intro : 
fresh ya?klo sy di situ auto kabur ;)",Negatif
Seru benget bang penontong ikuta berfikir jga next bang undang yutuber yg bisiknya kontek tentang mtk... Seru benget mtap bang,Positif
raaameeee beragam cerita dlm satu video jiahkkk,Positif
Matematika nya seru nton mereka haha,Positif
Bang Fadil adalah gw 🤣,Negatif
Semangat bang sehat selalu :),Positif
Santai ada SARKEM...,Netral
Mau yg part ke gini lagi soalnya nonton ini sambil belajar juga,Positif
Konten edukasi yg bagus dan menghibur,Positif
Bintang : untung lu ga jadi kemendikbud 🤣🤣🤣,Negatif
Fadil 🤣🤣🤣🤣,Netral
Mas hansol suuaangaaarrr… 👍🏻,Positif
Aku suka idenya. Kaya gini terus. Bakal rekomen anak anak nontonin YouTube Jerome,Positif
Jerome pinter cara ngajar konsepnya.,Positif
Seruuu,Positif
Mengakakkkk 😂😂😂😂😘,Positif
"Seru , jadi ikutan ngitung , sebelum tau jawabannya, mantapp 😁",Positif
Ini konten nagih bgt emang.seruuu,Positif
menit 17:53 gampang banget 1 / 10 pangkat 2,Positif
Ngakak gileee 🤣🤣 sampe ikutan mikir,Positif
"Fadlijaidi😭🤣🤣🤣, mengakak",Positif
"Ya Allah aku ketinggalan jaman baru nonton ini, sumph mengakak banget tengah malem nonton ini 🤣🤣🤣🤣 Note : Kak Jerome ganteng 🤪😍",Positif
Aku ada di barisan Fadil.. wkwk,Netral
Anjir bg fadil mood banget,Positif
nonton krn ada fadil zaidi,Netral
11 jt viewers dalam 1 bulan !!!,Netral
Yg aku bisa jawab cuma yg pola🤣,Netral
kalo gurunya kek jerome sih gpp sy jdi rajin bljr mtk😁🤩,Positif
Fadil adalah aku tapi aku apakah fadil?,Netral
Collab dong brg fadlyy,Netral
"20:43 ini padahal gak terlalu susah loh, ini pelajaran kelas 8, salah satu yang paling mudah selain koordinat kartesius.",Netral
Bang agama lu apa bang,Netral
Fadhil sama bintang mood banget 🤣,Positif
Bintang sama Fadil lucu bgt,Positif
Ya Allah niat bgt si fadil pake papan tulis loh 😂😂,Netral
Sama yg 1+1×0,Netral
"Msh salah pula, dia adalah gambaran kita",Netral
😂😂😂😂 ngakak bgt,Positif
Udah ku subrek kok bang,Netral
Bang aku juga ikutan ngitung soalnya yang soal no 1 itu soal sekolah aku aku SD bang,Netral
Fadil mood bangetsi💕,Positif
ajak marcel widianto dan babe dong,Netral
Fadil jaidi adalah aku hahhahhahhaha ampun kalau mtk,Netral
Bang Jerome  3/6 ×6 46 kan,Netral
Ini konten youtube paling gw seneng liatnya 😂😂👍👍,Positif
7.-2 berarti 1/49 dong gitu??,Netral
Mas Hansol pinter encer bgt,Positif
"Yang soal yang ke 2 ,12 kan",Netral
8:55 aduh aduh bang David polosnya 🤣🤣 padahal ngak kira ngak pake komputer deh 🤣,Positif
"mas jer, permisi, mau req dong mint atolong battle youtuber mata pelajaran lan, gak cuma matematika juga, tapi ada pelajaran ips nya dong biar lebih semangat belajar mapel mapel lain juga. terimakasih.",Netral
Bang Jerome ngik ngik tiap kali ngomong Bang Fadil 🤣🤣🤣,Netral
Masak sama mtk di indo sma mtk di korea ? 😄,Netral
Bang mau ikutan juga,Netral
Ya paling pinter di sini si Fadil😆🤣,Positif
jadi pintar mm ini,Positif
ngakak beud ya allah🤣🤣 seru banget😭,Positif
Ngakak banget sama bang fadil ya allah gemes😅😂,Positif
"Request youtuber otomotif bang, rifato, garasi drift, om mobi, fitra eri, ridwan hanif 😎🙏",Netral
Undang bintang tamu.nya penyanyi bang😂😂,Netral
Ngebleng banget 😭,Negatif
Dari sini kita lihat perbedaan pendidikan korea dan indonesia🤣,Netral
BUAT LAGIIII BANG JERRRRR,Positif
Fadil adalah aku,Positif
fadil lucu bgt sih,Positif
Fadil adalah aku 🥲,Positif
Kurang Nessi ama ria ricis,Negatif
"Ngapain juga aku ikut mikir pdhal di ijazah nilai mtkku 4, tpi bner semua sih aku mau sombong wkwkwk mari kita nonton ke part 2 apakah aku akan bner lagi wait",Positif
Ngakak jiwa,Positif
Gw yng nontom ikut ngakak ampe perut gw sakitt🤣🤣,Positif
"Fadil : terkocak di kelas
Bintang : anak nakal tapi pinter
Alshad, ken & gret : anak-anak rajin dan pinter
David & hansol : anak jenius di kelas 
Seruuuuuuu 😂😂😂",Positif
"menit ke 13.21 ada kresek2 bang, gue pikir headset gue ternyata emang soundnnya",Negatif
NGAKAKK BGTT TOLONGG,Positif
AKU ADALAH FADIL JAIDI👀,Positif
"32, 8 betul ngga kak",Netral
"Mksh kk vidionya berguna bgt buat aku apalagi soal mtk
Sukses terus kk dan semoga yg subscribe mkin banyak",Positif
Konten tuh harusnya begini yang wajib diliat anak anak zaman now 👍,Positif
gue gabung fadil :'),Netral
Tim Fadil gue plis 😭🤣🤣🤣,Netral
"gua timnya bintang,ya walau ga rangking 1,tp masih masuk 3 besar",Netral
"Cocokkkk.. 
Bang Hansol n Bang David Bintang Kelas😄",Positif
Gue ikut hansol david,Netral
"Bang fadil tipe anak yg dikangenin guru, soalnya manja"" gimana 🤣. Bang emon tipe anak yg diteror perempuan kocak + preman kelas.",Positif
"Aku tipe , siswa standar yg ga pinter , ga nakal , ga cupu juga , apalagi jenius... 🤣🤣🤣",Netral
hansol yg mana sih,Netral
" @bbagasz3650  yg muka korea, pake kacamata, jawa medok",Netral
Tim Fadil... Wakakkkkk,Positif
gw sih tim bintang walaupun kayak suka main ama cowo tapi masuk 3besar,Netral
Mas hansol juoossss,Positif
Yg pke topi nma chaneel ny ap,Netral
Klo Jerome yg suka diusir guru MTK nya... Supaya bisa nyiksa siswa lain...,Positif
"Gw Alshad,Ken & gret",Netral
Gua gabung Fadil,Netral
"David:""lumayan bangga sih walau basic""
Selanjutnya malah dishoot ke bang fadil
Parah bgt editor",Negatif
Inget jaman SD... Tim fadil ini adalah murid yg bakal pulang paling terakhir klo ada quis diakhir jam.,Netral
Tim Fadil wkwk,Positif
Tim david ama fadil gw,Netral
Bengekkkk 🤣🤣🤣🤣,Positif
Tim Fadil🤣,Netral
Ama bintang,Netral
 @channelnovyta7603  Bintang Emon,Netral
tim bintang gua,Netral
Mas Hansol bang David emang juara 1 umum,Positif
"Kalo matematika, dulu SD mah no problem, SMP agak problem, mulai SMA matematika udah skakmat aku 😭☠️. Gara2 sejak SMA, matematika atau kalkulus jadi takut banget aku.",Netral
Jerome : anak kebanggaan di kelas,Positif
Mood banget fadil🤣,Positif
"Mon maap ni tapi klo nyamain alshad ama ko ken jauh beda deh. Soalnya ko ken jawabnya bener terus lain sm alshad, salah mulu",Negatif
Tim Fadil.... wakakakkkk,Positif
setuju,Positif
Bang bikin yg sama yutuber gaming dong,Netral
"Bang coba pas udh selesai saya saranin pake penjelasan mengerjakannya, soalnya saya rada bingung mau pahami juga.",Negatif
Mas Hansol bisa cepet karena suka ngebaca artikel² tentang kasus². Jadi siapa pelaku dan yang bukan dia ngerti. Maka dia tetapkan di matematika... ( Maybe... ) :),Netral
Fadil mewakili akuuu hahaha,Positif
Kak Fadil astagfirullah ngakakkkk😭😭gapapa kak Fadil kita sama kok bego mtk,Positif
"gak berhenti ngakak 🤭🤣🤣🤣
seruuuu seruuuu👍👍👍",Positif
Aku nonton ini jadi ikut mikir 😆,Netral
"Pas banget batrai saya 32 dan jam 8 😅,ternyata saya lebih dahulu berhitung, bisa jadi penerus bg jet ni😅",Positif
bang fadil mood bgt wkwkwkkw,Positif
"Ada 2 koin gambar sama angka, berapa peluang muncul gambar sama bila koin tersebut dilempar secara dengan gaya lempar bumerang secara horizontal kearah barat dengan kecepatan 1000km/h,gaya tarik bumi sebesar zero-g, dengan kecepatan angin kearah timur sebesar 5000km/h?.",Positif
coba aja bang jerome dulu guru matematika di sekolah gw. pasti pinter matematika gw wkwk,Positif
wkwk mulutnya sampek menye2 gitu saking seriusnya,Positif
"Dalama mata pelajaran matematika, Fadil adalah aku 😂🤣",Netral
Fadil ahahhahahahaha,Positif
Fadil  ngewakilin gue wakwka,Positif
"Abis ntn video kedua br kemari 🤣🤣🤣
Saya suka Matematika. Hepi bgt dah
Banyakkin konten beginian kak. Aku jd ikut refresh pelajaran Matematika

Yg pola itu jawabannya 32 ama 8. Hahahahah. Aku paling suka soal kyk itu. Peluang ama aljabar paling benci. Hahahahha",Positif
"Urutan bangku di kelas online kali ini Korea roamit dan Ken&gret bangku depan
Gadgetin dan alshad bangku tengah
Fadli sama binta emon bangku belakang 
😁😁😁😂😂😂😂 
Seru sech kuis kuis kayak gini terusin dong part part selanjutnya 👍👍👍😍😍😍",Positif
Apa cuma gw yg ga mikir 🤣,Netral
"""Ini adalah nomor t0gel, kalian bisa masukkan ini dijamin kalian jackpot"" awwkwk ngakak banget Fadil 😔",Positif
Mas handson 👍🤣,Netral
bikin tes matematika di ome tv dong bang. wkwkwk,Netral
"Humorku sebatas ""ini adalah nomor togel"" 🤣🤣🤣",Positif
"Fadil : Dibagi dua yah?
Jerome : gak di akar 😆😆",Netral
MAU GW JADI MURIDNYA NIHONGO:(,Positif
Matematika menurut adalah teka teki level 💯,Netral
Bang Fadil paling kocakk🤣🤣,Positif
"Kalo diajar sama guru MTK beneran, Fadil udh jadi bulan2an kali ya😂😂😂",Positif
Gg juga bg david hahaha😂,Positif
"Oppa hansol otaknya mantap bnget sih, ga pke kertas sama pulpen.. klo gue keknya nyerah semua ini 🤣🤣🤣",Positif
"Selain buat hiburan, buat pengetahuan kita juga yg nonton. Juga bangga sama hansol ternyta pinter bgttt cpt bangetttt mikirnyaaaa",Positif
"Gw cuma bener di soal deret angka krn soal wajib di tes cpns jdi apal soal ginian, soal yg lain angkat tangan gw 🤣",Netral
matematika hal yg seru ya bang jerome... wkwkwk,Positif
Alhamdulillah sudah lulus kuliah 6th lalu tp masih inget dan bener semua jawabnya wkwkwk boleh nih diundang jerome wkwk,Positif
bang david cocok jadi pelawak keknaya,Positif
"Tertarik sama mas hasol yg ternyata pinter, bissmillah no wa mas🔥",Positif
11:12 gw juga setuju nih🤣,Netral
COBA SESEKALI AJAK FANS BANG WKWKW,Netral
Fadil dan bintang emon kocak bat:-D:-D,Positif
Pak Muh ntar nangis liat ini🥺🥺😁,Positif
Jerome lagi ngajar anak SD kelas 3 (bang Fadil)😂😂😂😂😂,Positif
coba tes influencer youtube indo tentang materi negara indonesia kak jeromee,Netral
Seru bangetttt di dunia 🥳🥳🥳,Positif
"Seruuuuuu,lagi dong",Positif
Paling gampang ngitung peluang,Netral
Knpa yah gue sd smp sma suka sama matematika tpi kenapa sekarang butek padahal baru keluar loh langsung bener2 butek se butek2nya knapa sih otak padahal pas sekola paling suka soalnya seru,Netral
"Sumpah seru banget, jadi bisa flashback pelajaran sd, smp",Positif
"Fadil adalah aku, 
Pas belajar MTK sama kk ipar yang guru, sering di toyor kepala, karna asal jeplak aja🤣",Positif
SUKA KONTEN KY GINI PLS IKUT JAWAB 😭,Positif
pada ketauan pinterY,Netral
bang david mau apapun kejadiannya tetep ya gitu:v,Netral
Seru abiss🤩🤩🤩❣️❣️❣️bg fadil bikin ngakak mas hansol pinter.,Positif
Kalo yang keluar soal logaritma sama arimatika bubar udah 🤣,Positif
fadil paling menghibur anjgg wkwkwkwkwkwk,Positif
Pengen  sekolah lagi,Positif
"Baguuss.. bisa memotivasi kita untuk belajar matematika
Tapi sekaligus menangis.. sangat sangat sangat prihatin betapa minimnya pengetahuan youtuber dalam ilmu matematika",Negatif
"Waktu sekolah gw seneng banget sama MTK. Seru banget sih ngeliat konten kayak gini, jadi bernostalgia ke jaman sekolah dulu.",Positif
durasi video abis sm fadil dan bintang emon anjrot wkwk,Netral
"Seru banget, jadi ikutan belajar 😄",Positif
Mungkin emang bukan bidangnya sih bu,Netral
"Yg soal = 2,4,4,5,8,6,16,...,....
Aku langsung ngeh 😎",Netral
mas Hansol ki ancen pinter kawet sekolah,Positif
part bang bintang sama bang fadil paling ngakakkkkWKWKWWKKW,Positif
"Gue adalah fadiljaidi, ngeleeg otak gue 🤣",Positif
"Ngakakk asliii 😆😂
Tpi smbil ikut orek"" sih dikertas 😂",Positif
Kocak bet dah liat fadil jaidi 😂,Positif
Ujian Nasional diadain kek gini. Rame bener keknya 😂,Positif
@fadiljaidi adalah aku ketika berhadapan dgn soal matematika 🤣🤣🤣,Netral
"Dulu suka matematika juga tapi sekarang sdh banyak lupa, jadi bisa ngingat kembali dan nambah yg memang belum pernah tahu, 
Terima kasih bro Jerom ......",Positif
"Sekarang saya lagi nyusun proposal penelitian, yang tressnya bukan main tpi akun ini jadi pelarian untuk tidak malas2an, karna dikala sulitnya fisika dan matematika yang mengimbangi tq bang Jerome",Positif
"Bintang, nyebutin nama guru matematika SMP N 249 Jakarta Barat_ hehhehehhe",Netral
"Menyenangkan d mnanya cok, pen mewek",Negatif
jadi inget tes CPNS,Netral
Disini kelihatan banget bodohnya ka Fadil 😂,Negatif
Fadil jaidi adalah gua wkwk,Positif
Ngakak teruss 😂,Positif
Mantap dan ok,Positif
Udh 11 jt lgi,Netral
"Kak ajakin juri master chef dongg, seru Kali yah 😂",Positif
Fadil mewakilin diriku,Netral
Emon ngakak,Positif
"tasya fastasha, titan gitu” lah",Netral
vinna gracia yg influencer make up sekali” jerome,Netral
"Kocak ma, fadil sama bintang yg bikin ngakak",Positif
"next content boleh kali ajakin anak"" sekolah dari sd, smp, sama sma. secara random kayanya seru deh kek dibiking edukasi gitu sih hahahaha ntr yang bener bisa dikasih prize atau apa gitu. sebagai bentuk apresiasi sih kalo menurut akuh wkwkwk",Positif
Si fadil kaya lagi bimbel🤣,Netral
WKWKWK aku ikutan ngerjain! Seru bgt jd trobek pas SMP SMA hhehe,Positif
"Baru nontonnnn, gile setu banget walau aku termasuk dl tdk suka mtk karena memang memusingkan apalagi kalau udh masuk aljabar dan kawan kawan but ini seru, jd pengen bljr mtk lebih dalem woe meskipun udh coolyeah, part bang fadil nguakak poll, bang fadil adalah aku pas SMA 😂, dan terhansol hansol, keren bet mas hansolll",Positif
Salut sama semua influencer disini. Kalian keren banget.,Positif
itu aja nga bisa,Negatif
Fadil bikin ngakak,Positif
"Youtuber2 selanjutnya dong bang, tapi yang pke huruf soalnya :)",Netral
Ini pelajaran matematika kelas berapa,Netral
Mas Hansol pasti juara umum diskolahannya🤣,Positif
Bang setelah itu dari subscriber yg komen dong hihihi,Netral
"Enakk ne bang 
Cerdas menghibur",Positif
SERU BGT PARAHHHH BANYAKIN KONTEN GINI YA KAK JERE<3,Positif
Mas hansol pinterrr bangetttt❤️❤️❤️,Positif
"Baru nnton,, ikut² nyoba ngerjainnya dan benar smua 😁 rasanya membanggakan  walaupun yg bgian dasarnya.. 😁",Positif
Abang ini dari Surabaya,Netral
Ekspresi bintang emon bikin ngakak 😂😂😂😂,Positif
"Bang Jerome coba dong tes matematika dengan para artis...
Raffi Ahmad, Baim wong, Andre Taulany, Sule, Dedy Corbuzier, ria ricis, Rudy Salim dll. Mungkin tambah seru lagi...lawannya artis terkenal & pengusaha 😁😂🤣😉😃.ayo dong bang undang mereka",Positif
Seneng banget sama ini konten. Jadi bisa asah otak setelah sekian lama🤣,Positif
Seru ya buat kamu 😆,Positif
Fadil mood banget 🤣🤣,Positif
Bang part selanjutnya para subscribers coba kwkwkw,Netral
"Part 3 nya bang, btw bang hansol pinter juga yah matematika nya",Positif
Astaga Fadiiiilll....😂😂😂😂,Netral
Tara arts bang aowkwkw,Netral
"Asli gua liat fadil ngakak ga berenti"" 😂😂😂",Positif
Soalnya lumayan gampang soal nya hampir mirip di SMP dan SD dulu 🗿,Netral
fadil paling pinter,Positif
Asli jadi ikut mikir...otomatis bawa balpoint kertas ma kalkulator nih bang,Netral
"pendidikan luar negeri emang ga pernah boong 
Gg pakde hansol walau dah 27 pelajaran smp/sma masih nyantel di otak keren !",Positif
Tes adiknya arafah juga donk wkwkwk yg komika ituloh😂😂,Netral
"Allahu akbar emosi sm fadil :"")",Negatif
Sama ria ricis dong,Netral
"Cuman disini gue tau MTK,kalo guru gue belum tentu bisa🤣🤯",Positif
"""berarti berarti gak tau deh",Netral
Eh iya setuju bangett bang,Positif
Up,Netral
Jangan bagusan youtuber aja,Negatif
"kalau om ded psti jawab logika , ketebak pasti sama sibotak",Netral
No,Negatif
 @penganggurantop  G juga kmrn dia di kasih soal ma Jerome g bisa dia ehh malas sulap om Dedy nya Jerome nya bingung,Negatif
"Klo Ama om Dedy Corbuzier udh nih link nya 
https://youtu.be/6CtX4OyWp34",Netral
"Ria ricis kan emg youtuber bukan artis,  dulu dia collab mulu sama edho zell,kevin anggara,skinnyindonesian24,cameo project, cuma karena sekarang kontennya dia lagi kurang waras aja🤣",Negatif
"Mas hansol sekolahnya di Malang, baru kuliahnya di Singapore",Netral
"Tapi g semua org luar pintar kali,lah itu orang orang Amerika pelajaran geografi aja gk tau padahal pendidikan di Amerika kan seharusnya bagus. Kalo gk percaya lu tengok aja noh di YouTube ""Europe according to Amerikan"".",Negatif
Kak coleb ama kak erika dong yg tes matematika🙂,Netral
bikin part 3 nya bang,Netral
Hansol pinter juga😊,Positif
pokoe yg paling lucu bg fadil,Positif
suka banget gilakk,Positif
Part 2 plss,Netral
154🤣 ko bisa 3🤣🤣😭,Netral
Bang Jerome bikin kaos Waseda boys buat followers mu donk aku mau belii 😍😍,Netral
"Mantap ,,",Positif
Fadil adalah aku,Netral
GAKUAT SM FADIL 😭😭😭😭,Positif
Tes matematika ke para guru di Indonesia bang,Netral
Aku ikut nyoba bener semua dong... Ternyata aku msh inget pelajaran jaman SD 🤣,Positif
mas hansol karena terlalu pinter jadi dikit screen time nyaaa😩😂,Netral
Mksh kak jerome pasti aku lulus mtk,Positif
"Lu suka matematik
Gua suka adu mekanik
🥴",Netral
Matamatika ilmu yg mengebalkan,Negatif
Disinilah terlihat perbedaan otak orang korea ma indo 🤣,Netral
Fadil gua banget anjir🤣,Positif
Lucu bgt pas bg bintang ditanya in tanggapan ttg matematika,Positif
"Bisa dengan rumus AC²= AB²+BC²
                                 15² = AB² + 9²
                                 225 = AB²+81
                                 225 - 81= AB²
                                 144 = AB²
                                √144 
                             Jadi akar 144: 12",Netral
Jujur aku gak bisa semua,Negatif
Sebenernya matematika itu Mudah kok... Mudah membuat frustasi🤣🤣,Negatif
"Menangis pak Muh kalau tau Fadhil begini,, pantas hari2 ngerjain pak Muh 🤣🤣",Netral
"Maaantaab , mood boster , seeneeeng bagt nonton nya , sukses yaa 👍😄",Positif
Pinter banget bg jerrr😍,Positif
Pinter banget bg jerrr😍,Positif
Mas hansol kerennn euyy,Positif
Fadil adalah aku🙃,Netral
Ko Jerom yg pada langsung jawab tanpa mikir masukin semifinal 😄,Netral
"Konten bgni brmnfaat bgt bgi kita"" y sklah ga tau mtmtika liat ini jd smbil bljar kmbli😆😁",Positif
Ini adalah nomor togel 🤣,Netral
"Blh ga Bang kalo tes  ilmu pengetahuan alam (ipa) 
Sama Bang fadhil dan tamu yg lain nya  terserah abang",Netral
Fadil kocak,Positif
Tes matematika bareng subscriber dong huoo. Mau ikutan wkwkw,Positif
Fadil adalah aku ketika plonga-plonggo 😭😂,Positif
Kak fadil adalah gue🤣🤣🤣,Netral
"suka banget kontennya, next ditunggu yaaa",Positif
Gila seru banget,Positif
Bener Banget 😂😂😂🤭,Netral
Next upgrade pertanyaan tipe  𝑥^2-5x+6=0... peserta wajibnya hansol... pasti seru...,Positif
Wah itu soal pertama soal anak sd kelas 6 broo,Netral
Bang fadil ngakakk bgtt wkwkwk 🤣🤣,Positif
"Mas hansol pinter banget 😅😅😅
Kak fadil luuuuuchuuu😂😂😂",Positif
"liat lagi sama temen eh ikutan ngerjain dia
btw kocak banget",Positif
fadil adalah aku when belajar matematika 🤣🤣,Positif
Kebetulan mau ujian mtk jadi di sini saya berada🗿,Netral
"Req : Fitra Eri, om mobi, Ridwan Hanif",Netral
Ketawa liat muka bang Fadil 😂 ngelawak Mulu,Positif
aku adalah bang fadil,Netral
Fadilll adalah aku 🤣🤣🤣🤣,Netral
